iso_country,municipality,icao_code,iata_code,coordinates
US,Abilene,KDYS,DYS,"-99.854598999, 32.4207992554"
US,Wenatchee,KEAT,EAT,"-120.207000732, 47.3988990784"
US,Eau Claire,KEAU,EAU,"-91.48429870605469, 44.86579895019531"
US,Elizabeth City,KECG,ECG,"-76.17459869, 36.26060104"
US,Panama City Beach,KECP,ECP,"-85.795414, 30.357106"
US,Edwards,KEDW,EDW,"-117.884003, 34.905399"
US,Needles,KEED,EED,"-114.623001099, 34.7663002014"
US,Keene,KEEN,EEN,"-72.27079772949219, 42.898399353027344"
US,Houston,KEFD,EFD,"-95.1587982178, 29.607299804700002"
US,Eagle,KEGE,EGE,"-106.9179993, 39.64260101"
US,Crestview,KEGI,EGI,"-86.52290344, 30.65040016"
US,Eureka,KEKA,EKA,"-124.112998962, 40.803398132299996"
US,Elkins,KEKN,EKN,"-79.85710144, 38.88940048"
US,Elko,KEKO,EKO,"-115.79199981689453, 40.82490158081055"
US,El Dorado,KELD,ELD,"-92.81330108642578, 33.22100067138672"
US,Elmira/Corning,KELM,ELM,"-76.8916015625, 42.1599006652832"
US,Ely,KELO,LYU,"-91.83070374, 47.82450104"
US,El Paso,KELP,ELP,"-106.3779984, 31.80719948"
US,Ely,KELY,ELY,"-114.8420029, 39.29970169"
US,Enid,KEND,END,"-97.9164962769, 36.339199066199996"
US,Wendover,KENV,ENV,"-114.03099823, 40.7187004089"
US,Kenosha,KENW,ENW,"-87.92780304, 42.59569931"
US,Erie,KERI,ERI,"-80.1738667488, 42.0831270134"
US,Alexandria,KESF,ESF,"-92.2957992554, 31.3948993683"
US,Eugene,KEUG,EUG,"-123.21199798583984, 44.12459945678711"
US,Evansville,KEVV,EVV,"-87.5324020386, 38.0369987488"
US,Evanston,KEVW,EVW,"-111.0350037, 41.27479935"
US,New Bedford,KEWB,EWB,"-70.95690155029297, 41.67610168457031"
US,New Bern,KEWN,EWN,"-77.04290008539999, 35.0730018616"
US,Newark,KEWR,EWR,"-74.168701171875, 40.692501068115234"
US,Key West,KEYW,EYW,"-81.75959777832031, 24.556100845336914"
US,Fort Eustis,KFAF,FAF,"-76.60880279540001, 37.132499694799996"
US,Fargo,KFAR,FAR,"-96.81580352783203, 46.92070007324219"
US,Fresno,KFAT,FAT,"-119.718002, 36.776199"
US,Fayetteville,KFAY,FAY,"-78.88030242919922, 34.9911994934082"
US,Fort Bragg,KFBG,FBG,"-78.93669891, 35.13180161"
US,Fort Carson,KFCS,FCS,"-104.7570038, 38.67839813"
US,Findlay,KFDY,FDY,"-83.66870117190001, 41.013500213600004"
US,Dayton,KFFO,FFO,"-84.0483016968, 39.8260993958"
US,Fort Huachuca / Sierra Vista,KFHU,FHU,"-110.348225, 31.587383"
US,Franklin,KFKL,FKL,"-79.8603973389, 41.3778991699"
US,Flagstaff,KFLG,FLG,"-111.6709976, 35.13850021"
US,Fort Lauderdale,KFLL,FLL,"-80.152702, 26.072599"
US,Florence,KFLO,FLO,"-79.7238998413086, 34.18539810180664"
US,Fort Meade(Odenton),KFME,FME,"-76.7593994141, 39.08539962769999"
US,Farmington,KFMN,FMN,"-108.230003357, 36.741199493399996"
US,Fort Myers,KFMY,FMY,"-81.86329650879999, 26.58659935"
US,Flint,KFNT,FNT,"-83.74359893798828, 42.96540069580078"
US,Fort Dodge,KFOD,FOD,"-94.19259644, 42.55149841"
US,Topeka,KFOE,FOE,"-95.66359710690001, 38.950901031499995"
US,Fort Pierce,KFPR,FPR,"-80.36830139, 27.49510002"
US,Farmingdale,KFRG,FRG,"-73.4133987427, 40.7288017273"
US,Fort Riley(Junction City),KFRI,FRI,"-96.76450348, 39.05530167"
US,Sioux Falls,KFSD,FSD,"-96.741897583, 43.582000732400004"
US,Fort Sill,KFSI,FSI,"-98.40219879, 34.64979935"
US,Fort Smith,KFSM,FSM,"-94.36740112304688, 35.33660125732422"
US,Fort Stockton,KFST,FST,"-102.916000366, 30.9157009125"
US,Fort Knox,KFTK,FTK,"-85.9720993042, 37.907100677500004"
US,Fort Worth,KFTW,FTW,"-97.362396, 32.819801"
US,Atlanta,KFTY,FTY,"-84.5214004517, 33.7790985107"
US,Fort Wayne,KFWA,FWA,"-85.19509888, 40.97850037"
US,Fort Lauderdale,KFXE,FXE,"-80.1707000732, 26.1972999573"
US,Fayetteville,KFYV,FYV,"-94.17009735107422, 36.00510025024414"
US,Gillette,KGCC,GCC,"-105.539001465, 44.348899841299996"
US,Garden City,KGCK,GCK,"-100.723999023, 37.9275016785"
US,Grand Canyon,KGCN,GCN,"-112.14700317382812, 35.95240020751953"
US,Glendive,KGDV,GDV,"-104.8069992, 47.13869858"
US,Spokane,KGEG,GEG,"-117.53399658203125, 47.61989974975586"
US,Grand Forks,KGFK,GFK,"-97.176102, 47.949299"
US,Glens Falls,KGFL,GFL,"-73.6102981567, 43.3412017822"
US,Longview,KGGG,GGG,"-94.71150207519531, 32.38399887084961"
US,Glasgow,KGGW,GGW,"-106.614998, 48.212502"
US,Grand Junction,KGJT,GJT,"-108.527000427, 39.1223983765"
US,Goodland,KGLD,GLD,"-101.6989975, 39.37060165"
US,Greenville,KGLH,GLH,"-90.98560333251953, 33.4828987121582"
US,Galveston,KGLS,GLS,"-94.86039733886719, 29.265300750732422"
US,Greenville,KGMU,GMU,"-82.34999847410002, 34.847900390599996"
US,Gainesville,KGNV,GNV,"-82.2717971802, 29.6900997162"
US,Groton (New London),KGON,GON,"-72.04509735107422, 41.330101013183594"
US,Kalispell,KGPI,FCA,"-114.25599670410156, 48.31050109863281"
US,Gulfport,KGPT,GPT,"-89.07009887695312, 30.40730094909668"
US,Green Bay,KGRB,GRB,"-88.12960052490234, 44.48509979248047"
US,Fort Lewis/Tacoma,KGRF,GRF,"-122.5810013, 47.07920074"
US,Grand Island,KGRI,GRI,"-98.30960083007812, 40.967498779296875"
US,Fort Hood/Killeen,KGRK,GRK,"-97.82890319820001, 31.067199707"
US,Grand Rapids,KGRR,GRR,"-85.52279663, 42.88079834"
US,Goldsboro,KGSB,GSB,"-77.96060181, 35.33940125"
US,Greensboro,KGSO,GSO,"-79.93730163574219, 36.097801208496094"
US,Greenville,KGSP,GSP,"-82.2189025879, 34.8956985474"
US,Great Falls,KGTF,GTF,"-111.3710022, 47.48199844"
US,Columbus/W Point/Starkville,KGTR,GTR,"-88.5914001465, 33.450298309299995"
US,Gallup,KGUP,GUP,"-108.789001465, 35.511100769"
US,Peru,KGUS,GUS,"-86.1520996094, 40.648101806599996"
US,Guymon,KGUY,GUY,"-101.508003235, 36.6851005554"
US,Greenwood,KGWO,GWO,"-90.0847015381, 33.4943008423"
US,Gary,KGYY,GYY,"-87.41280364990234, 41.61629867553711"
US,Hattiesburg,KHBG,HBG,"-89.25279999, 31.26479912"
US,Hobart,KHBR,HBR,"-99.051313, 34.991317"
US,Hartford,KHFD,HFD,"-72.649398803711, 41.736698150635"
US,Hagerstown,KHGR,HGR,"-77.72949982, 39.707901"
US,Hawthorne,KHHR,HHR,"-118.334999, 33.922798"
US,Hibbing,KHIB,HIB,"-92.83899689, 47.38660049"
US,Ogden,KHIF,HIF,"-111.973086, 41.12403"
US,Portland,KHIO,HIO,"-122.949997, 45.540401"
US,Hickory,KHKY,HKY,"-81.38950348, 35.74110031"
US,Wheeling,KHLG,HLG,"-80.6463012695, 40.1749992371"
US,Helena,KHLN,HLN,"-111.98300170898438, 46.6068000793457"
US,Fort Hood(Killeen),KHLR,HLR,"-97.71450042720001, 31.138700485199998"
US,Alamogordo,KHMN,HMN,"-106.107002258, 32.8525009155"
US,Hobbs,KHOB,HOB,"-103.2170029, 32.6875"
US,Huron,KHON,HON,"-98.22850036621094, 44.38520050048828"
US,Fort Campbell/Hopkinsville,KHOP,HOP,"-87.49620056150002, 36.668598175"
US,Hot Springs,KHOT,HOT,"-93.09619903564453, 34.47800064086914"
US,Houston,KHOU,HOU,"-95.27890015, 29.64539909"
US,White Plains,KHPN,HPN,"-73.70760345458984, 41.06700134277344"
US,Hoquiam,KHQM,HQM,"-123.93699646, 46.971199035599994"
US,Harlingen,KHRL,HRL,"-97.65440368652344, 26.228500366210938"
US,Harrison,KHRO,HRO,"-93.15470123291016, 36.26150131225586"
US,Homestead,KHST,HST,"-80.38359833, 25.48859978"
US,Huntsville,KHSV,HSV,"-86.775100708008, 34.637199401855"
US,Huntington,KHTS,HTS,"-82.55799866, 38.36669922"
US,Redstone Arsnl Huntsville,KHUA,HUA,"-86.68479919, 34.67869949"
US,Terre Haute,KHUF,HUF,"-87.307602, 39.4515"
US,Houlton,KHUL,HUL,"-67.792098999, 46.1231002808"
US,Hutchinson,KHUT,HUT,"-97.86060333250002, 38.0654983521"
US,New Haven,KHVN,HVN,"-72.88680267, 41.26369858"
US,Havre,KHVR,HVR,"-109.762001, 48.54299927"
US,Hyannis,KHYA,HYA,"-70.28040314, 41.66930008"
US,Hayward,KHYR,HYR,"-91.44429779050002, 46.025199890100005"
US,Hays,KHYS,HYS,"-99.27320099, 38.84220123"
US,Wichita,KIAB,IAB,"-97.26820374, 37.62189865"
US,Washington,KIAD,IAD,"-77.45580292, 38.94449997"
US,Niagara Falls,KIAG,IAG,"-78.94619750976562, 43.1072998046875"
US,Houston,KIAH,IAH,"-95.34140014648438, 29.984399795532227"
US,Wichita,KICT,ICT,"-97.433098, 37.649899"
US,Idaho Falls,KIDA,IDA,"-112.070999, 43.514599"
US,Kankakee,KIKK,IKK,"-87.8462982178, 41.07139968869999"
US,Wilmington,KILG,ILG,"-75.60649872, 39.67869949"
US,Wilmington,KILM,ILM,"-77.90260314941406, 34.270599365234375"
US,Wilmington,KILN,ILN,"-83.792098999, 39.427898407"
US,Indianapolis,KIND,IND,"-86.294403, 39.7173"
US,Wink,KINK,INK,"-103.200996399, 31.779600143399996"
US,International Falls,KINL,INL,"-93.4030990600586, 48.566200256347656"
US,Winston Salem,KINT,INT,"-80.22200012207031, 36.13370132446289"
US,Winslow,KINW,INW,"-110.722999573, 35.021900177"
US,Imperial,KIPL,IPL,"-115.57900238, 32.834201812699995"
US,Williamsport,KIPT,IPT,"-76.92109680175781, 41.241798400878906"
US,Kirksville,KIRK,IRK,"-92.5448989868164, 40.09349822998047"
US,Orlando,KISM,ISM,"-81.4371032715, 28.2898006439"
US,Williston,KISN,ISN,"-103.641998291, 48.177898407"
US,Kinston,KISO,ISO,"-77.60880279540001, 35.331401825"
US,Islip,KISP,ISP,"-73.10019684, 40.79520035"
US,Ithaca,KITH,ITH,"-76.4583969116211, 42.49100112915039"
US,Phoenix,KIWA,AZA,"-111.6549988, 33.30780029"
US,Jackson,KJAC,JAC,"-110.73799896240234, 43.6072998046875"
US,Jackson,KJAN,JAN,"-90.0758972168, 32.3111991882"
US,Jacksonville,KJAX,JAX,"-81.68789672851562, 30.49410057067871"
US,Jonesboro,KJBR,JBR,"-90.64640045166016, 35.83169937133789"
US,Junction,KJCT,JCT,"-99.7634963989, 30.5112991333"
US,New York,KJFK,JFK,"-73.7789, 40.639801"
US,Jamestown,KJHW,JHW,"-79.25800323, 42.15340042"
US,Joplin,KJLN,JLN,"-94.49829864501953, 37.151798248291016"
US,Jamestown,KJMS,JMS,"-98.67819977, 46.92969894"
US,Johnstown,KJST,JST,"-78.83390045166016, 40.31610107421875"
US,Jackson,KJXN,JXN,"-84.45939636230001, 42.259799957300004"
US,Kelso,KKLS,KLS,"-122.898002625, 46.11800003049999"
US,Lafayette,KLAF,LAF,"-86.93689727783203, 40.41230010986328"
US,Lakeland,KLAL,LAL,"-82.018602, 27.988899"
US,Lansing,KLAN,LAN,"-84.58740234375, 42.77870178222656"
US,Laramie,KLAR,LAR,"-105.67500305175781, 41.31209945678711"
US,Las Vegas,KLAS,LAS,"-115.1520004, 36.08010101"
US,Lawton,KLAW,LAW,"-98.4166030884, 34.5676994324"
US,Los Angeles,KLAX,LAX,"-118.407997, 33.942501"
US,Lubbock,KLBB,LBB,"-101.822998, 33.663601"
US,Latrobe,KLBE,LBE,"-79.40480042, 40.27590179"
US,North Platte,KLBF,LBF,"-100.6839981, 41.12620163"
US,Liberal,KLBL,LBL,"-100.9599991, 37.0442009"
US,Lumberton,KLBT,LBT,"-79.05940246579999, 34.6099014282"
US,Angleton/Lake Jackson,KLBX,LJN,"-95.462097168, 29.1086006165"
US,Lake Charles,KLCH,LCH,"-93.22329711914062, 30.126100540161133"
US,Columbus,KLCK,LCK,"-82.927803, 39.813801"
US,Lebanon,KLEB,LEB,"-72.30419921880001, 43.626098632799994"
US,Leesburg,KLEE,LEE,"-81.80870056, 28.82309914"
US,Lexington,KLEX,LEX,"-84.60590362548828, 38.0364990234375"
US,Hampton,KLFI,LFI,"-76.360496521, 37.082901001"
US,Lufkin,KLFK,LFK,"-94.75, 31.2339992523"
US,Lafayette,KLFT,LFT,"-91.98760223, 30.20529938"
US,New York,KLGA,LGA,"-73.872597, 40.777199"
US,Long Beach,KLGB,LGB,"-118.1520004, 33.81769943"
US,Logan,KLGU,LGU,"-111.851997375, 41.7911987305"
US,Little Rock,KLIT,LIT,"-92.2242965698, 34.729400634799994"
US,Klamath Falls,KLMT,LMT,"-121.733002, 42.156101"
US,Lander,KLND,LND,"-108.730003357, 42.8152008057"
US,Lincoln,KLNK,LNK,"-96.75920104980469, 40.85100173950195"
US,Lancaster,KLNS,LNS,"-76.29609680175781, 40.121700286865234"
US,Lovelock,KLOL,LOL,"-118.565002441, 40.0663986206"
US,Louisville,KLOU,LOU,"-85.6636962891, 38.2280006409"
US,London,KLOZ,LOZ,"-84.08489990230001, 37.0821990967"
US,Laredo,KLRD,LRD,"-99.46160125732422, 27.543800354003906"
US,Jacksonville,KLRF,LRF,"-92.14969635010002, 34.916900634799994"
US,Las Cruces,KLRU,LRU,"-106.9219970703125, 32.289398193359375"
US,La Crosse,KLSE,LSE,"-91.256699, 43.879002"
US,Fort Benning(Columbus),KLSF,LSF,"-84.9913024902, 32.337299346900004"
US,Las Vegas,KLSV,LSV,"-115.033996582, 36.2361984253"
US,Altus,KLTS,LTS,"-99.2667007446, 34.667098999"
US,Glendale,KLUF,LUF,"-112.383003235, 33.534999847399995"
US,Cincinnati,KLUK,LUK,"-84.41860199, 39.10329819"
US,Livingston,KLVM,LVM,"-110.447998047, 45.6994018555"
US,Las Vegas,KLVS,LVS,"-105.141998291, 35.6542015076"
US,Lewisburg,KLWB,LWB,"-80.3994979858, 37.8582992554"
US,Lawrence,KLWM,LWM,"-71.1233978271, 42.717201232899995"
US,Lewiston,KLWS,LWS,"-117.01499938964844, 46.3745002746582"
US,Lewistown,KLWT,LWT,"-109.46700286865234, 47.04930114746094"
US,Lynchburg,KLYH,LYH,"-79.20040130615234, 37.326698303222656"
US,Midland,KMAF,MAF,"-102.2020034790039, 31.9424991607666"
US,Mobridge,KMBG,MBG,"-100.4079971, 45.54650116"
US,Saginaw,KMBS,MBS,"-84.07959747314453, 43.532901763916016"
US,Mc Comb,KMCB,MCB,"-90.47190094, 31.17849922"
US,Sacramento,KMCC,MCC,"-121.401001, 38.66759872"
US,Merced,KMCE,MCE,"-120.5139999, 37.28469849"
US,Tampa,KMCF,MCF,"-82.52120209, 27.84930038"
US,Kansas City,KMCI,MCI,"-94.713898, 39.2976"
US,Mc Cook,KMCK,MCK,"-100.5920029, 40.20629883"
US,Macon,KMCN,MCN,"-83.64920043945312, 32.69279861450195"
US,Orlando,KMCO,MCO,"-81.30899810791016, 28.429399490356445"
US,Mason City,KMCW,MCW,"-93.3312988281, 43.157798767100005"
US,Carbondale/Murphysboro,KMDH,MDH,"-89.25199890136719, 37.778099060058594"
US,Harrisburg,KMDT,MDT,"-76.7633972168, 40.1935005188"
US,Chicago,KMDW,MDW,"-87.752403, 41.785999"
US,Meridian,KMEI,MEI,"-88.75189971923828, 32.33259963989258"
US,Memphis,KMEM,MEM,"-89.97669982910156, 35.04240036010742"
US,Merced,KMER,MER,"-120.5680008, 37.38050079"
US,Mansfield,KMFD,MFD,"-82.5166015625, 40.82139968869999"
US,Mc Allen,KMFE,MFE,"-98.23860168, 26.17580032"
US,Medford,KMFR,MFR,"-122.87300109863281, 42.37419891357422"
US,Marietta,KMGE,MGE,"-84.51629639, 33.91540146"
US,Montgomery,KMGM,MGM,"-86.39399719, 32.30059814"
US,Morgantown,KMGW,MGW,"-79.91629791, 39.64289856"
US,Manhattan,KMHK,MHK,"-96.6707992553711, 39.14099884033203"
US,Sacramento,KMHR,MHR,"-121.2979965, 38.55390167"
US,Manchester,KMHT,MHT,"-71.435699, 42.932598"
US,Miami,KMIA,MIA,"-80.29060363769531, 25.79319953918457"
US,Minot,KMIB,MIB,"-101.358002, 48.4156"
US,Muncie,KMIE,MIE,"-85.3958969116211, 40.2422981262207"
US,Millville,KMIV,MIV,"-75.072197, 39.367802"
US,Kansas City,KMKC,MKC,"-94.5927963256836, 39.123199462890625"
US,Milwaukee,KMKE,MKE,"-87.89659881591797, 42.947200775146484"
US,Muskegon,KMKG,MKG,"-86.238197, 43.169498"
US,Jackson,KMKL,MKL,"-88.915604, 35.599899"
US,Melbourne,KMLB,MLB,"-80.64530181884766, 28.102800369262695"
US,Mc Alester,KMLC,MLC,"-95.783501, 34.882401"
US,Moline,KMLI,MLI,"-90.50749969482422, 41.44850158691406"
US,Miles City,KMLS,MLS,"-105.88600158691406, 46.428001403808594"
US,Monroe,KMLU,MLU,"-92.0376968383789, 32.51089859008789"
US,Eastover,KMMT,MMT,"-80.80130005, 33.92079926"
US,Morristown,KMMU,MMU,"-74.41490173339844, 40.799400329589844"
US,Mobile,KMOB,MOB,"-88.242797851562, 30.691200256348"
US,Modesto,KMOD,MOD,"-120.9540024, 37.62580109"
US,Minot,KMOT,MOT,"-101.27999877929688, 48.2593994140625"
US,Barre/Montpelier,KMPV,MPV,"-72.56230164, 44.20349884"
US,Smyrna,KMQY,MQY,"-86.5201034546, 36.0089988708"
US,Martinsburg,KMRB,MRB,"-77.98459625, 39.40190125"
US,Monterey,KMRY,MRY,"-121.84300231933594, 36.58700180053711"
US,Muscle Shoals,KMSL,MSL,"-87.61019897, 34.74530029"
US,Madison,KMSN,MSN,"-89.3375015258789, 43.13990020751953"
US,Missoula,KMSO,MSO,"-114.0910034, 46.91630173"
US,Minneapolis,KMSP,MSP,"-93.221802, 44.882"
US,Massena,KMSS,MSS,"-74.84559631347656, 44.93579864501953"
US,New Orleans,KMSY,MSY,"-90.25800323486328, 29.99340057373047"
US,Mount Clemens,KMTC,MTC,"-82.836919, 42.613463"
US,Marathon,KMTH,MTH,"-81.051399, 24.726101"
US,Montrose,KMTJ,MTJ,"-107.893997192, 38.509799957300004"
US,Baltimore,KMTN,MTN,"-76.413803, 39.325699"
US,Fort Indiantown Gap(Annville),KMUI,MUI,"-76.569397, 40.434799"
US,Mountain Home,KMUO,MUO,"-115.872002, 43.043598"
US,Moses Lake,KMWH,MWH,"-119.3199997, 47.20769882"
US,Montgomery,KMXF,MXF,"-86.365799, 32.3829"
US,McCall,KMYL,MYL,"-116.1009979, 44.88970184"
US,Myrtle Beach,KMYR,MYR,"-78.9282989502, 33.6796989441"
US,Marysville,KMYV,MYV,"-121.5699997, 39.09780121"
US,New Orleans,KNBG,NBG,"-90.03500366, 29.82530022"
US,Lakehurst,KNEL,NEL,"-74.353302, 40.03329849"
US,New Orleans,KNEW,NEW,"-90.028297424316, 30.042400360107"
US,Fallon,KNFL,NFL,"-118.7009964, 39.41659927"
US,Fort Worth,KNFW,FWH,"-97.4414978, 32.76919937"
US,Norfolk,KNGU,NGU,"-76.289299, 36.937599"
US,Patuxent River,KNHK,NHK,"-76.411797, 38.285999"
US,Brunswick,KBXM,NHZ,"-69.93859863, 43.89220047"
US,Jacksonville,KNIP,NIP,"-81.680603, 30.2358"
US,El Centro,KNJK,NJK,"-115.671996, 32.829201"
US,San Diego,KNKX,NKX,"-117.1429977, 32.86840057"
US,Lemoore,KNLC,NLC,"-119.9520035, 36.33300018"
US,Pensacola,KNPA,NPA,"-87.31860352, 30.35269928"
US,Millington,KNQA,NQA,"-89.8703, 35.356701"
US,Kingsville,KNQI,NQI,"-97.8097000122, 27.5072002411"
US,Key West,KNQX,NQX,"-81.68890381, 24.57579994"
US,Mayport,KNRB,NRB,"-81.42469788, 30.39109993"
US,Milton,KNSE,NSE,"-87.02189636, 30.7241993"
US,Point Mugu,KNTD,NTD,"-119.121002197, 34.120300293"
US,Virginia Beach,KNTU,NTU,"-76.033501, 36.820702"
US,Mountain View,KNUQ,NUQ,"-122.049004, 37.4161"
US,Oak Harbor,KNUW,NUW,"-122.655998, 48.351799"
US,Yuma,KNYL,YUM,"-114.6060028, 32.65660095"
US,San Diego,KNZY,NZY,"-117.2149963, 32.69919968"
US,Jacksonville,KOAJ,OAJ,"-77.61209869380001, 34.8292007446"
US,Oakland,KOAK,OAK,"-122.221001, 37.721298"
US,Omaha,KOFF,OFF,"-95.912498474121, 41.118301391602"
US,Norfolk,KOFK,OFK,"-97.435096740723, 41.985500335693"
US,Orangeburg,KOGB,OGB,"-80.859497070312, 33.456798553467"
US,Ogden,KOGD,OGD,"-112.0120010376, 41.195899963379"
US,Oklahoma City,KOKC,OKC,"-97.60070037841797, 35.39310073852539"
US,Wolf Point,KOLF,OLF,"-105.574996948, 48.094501495399996"
US,Olympia,KOLM,OLM,"-122.9029999, 46.9693985"
US,Nogales,KOLS,OLS,"-110.848, 31.4177"
US,Omaha,KOMA,OMA,"-95.894096, 41.3032"
US,Newport,KONP,ONP,"-124.057999, 44.580399"
US,Ontario,KONT,ONT,"-117.60099792480469, 34.055999755859375"
US,Miami,KOPF,OPF,"-80.278397, 25.907"
US,North Kingstown,KOQU,NCO,"-71.412101745605, 41.597099304199"
US,Chicago,KORD,ORD,"-87.9048, 41.9786"
US,Norfolk,KORF,ORF,"-76.20120239257812, 36.89459991455078"
US,Worcester,KORH,ORH,"-71.87570190429688, 42.26729965209961"
US,Oshkosh,KOSH,OSH,"-88.55699920654297, 43.98440170288086"
US,Columbus,KOSU,OSU,"-83.072998, 40.0798"
US,North Bend,KOTH,OTH,"-124.24600219726562, 43.41709899902344"
US,Ottumwa,KOTM,OTM,"-92.44789886, 41.10660172"
US,Owensboro,KOWB,OWB,"-87.16680145, 37.74010086"
US,Norwood,KOWD,OWD,"-71.1728973389, 42.1904983521"
US,Oxnard,KOXR,OXR,"-119.20700073242, 34.200801849365"
US,Fort Rucker/Ozark,KOZR,OZR,"-85.71340179, 31.27569962"
KP,Hoemun-ri,ZKHM,RGO,"129.647555, 41.428538"
US,Everett,KPAE,PAE,"-122.2819977, 47.90629959"
US,Paducah,KPAH,PAH,"-88.7738037109375, 37.06079864501953"
US,Panama City,KPAM,PAM,"-85.57540130619999, 30.0695991516"
US,Pine Bluff,KPBF,PBF,"-91.9356, 34.1731"
US,Plattsburgh,KPBG,PBG,"-73.46810150146484, 44.650901794433594"
US,West Palm Beach,KPBI,PBI,"-80.09559631347656, 26.68320083618164"
US,Atlanta,KPDK,PDK,"-84.3020019531, 33.8755989075"
US,Pendleton,KPDT,PDT,"-118.841003418, 45.695098877"
US,Portland,KPDX,PDX,"-122.5979996, 45.58869934"
US,Page,KPGA,PGA,"-111.447998, 36.92610168"
US,Greenville,KPGV,PGV,"-77.38529968, 35.6352005"
US,Newport News,KPHF,PHF,"-76.49299622, 37.13190079"
US,Philadelphia,KPHL,PHL,"-75.24109649658203, 39.87189865112305"
US,Phoenix,KPHX,PHX,"-112.01200103759766, 33.43429946899414"
US,Peoria,KPIA,PIA,"-89.6932983398, 40.664199829100006"
US,Hattiesburg/Laurel,KPIB,PIB,"-89.33709716796875, 31.467100143432617"
US,St Petersburg-Clearwater,KPIE,PIE,"-82.68740082, 27.91020012"
US,Pocatello,KPIH,PIH,"-112.59600067138672, 42.9098014831543"
US,Pierre,KPIR,PIR,"-100.2860031, 44.38270187"
US,Pittsburgh,KPIT,PIT,"-80.23290253, 40.49150085"
US,Parkersburg,KPKB,PKB,"-81.43920135498047, 39.34510040283203"
US,Pellston,KPLN,PLN,"-84.79669952, 45.57089996"
US,Palmdale,KPMD,PMD,"-118.0849991, 34.62939835"
US,Pinedale,KPNA,PWY,"-109.8069992, 42.79550171"
US,Ponca City,KPNC,PNC,"-97.09980011, 36.73199844"
US,Philadelphia,KPNE,PNE,"-75.010597, 40.081902"
US,Pensacola,KPNS,PNS,"-87.1866, 30.4734"
US,Fayetteville,KPOB,POB,"-79.014503479004, 35.1708984375"
US,Fort Polk,KPOE,POE,"-93.1917038, 31.0447998"
US,Poughkeepsie,KPOU,POU,"-73.88420104980469, 41.6265983581543"
US,Presque Isle,KPQI,PQI,"-68.0448, 46.688999"
US,Paso Robles,KPRB,PRB,"-120.6269989, 35.67290115"
US,Prescott,KPRC,PRC,"-112.419998, 34.654499"
US,Paris,KPRX,PRX,"-95.450798034668, 33.636600494385"
US,Pasco,KPSC,PSC,"-119.11900329589844, 46.26470184326172"
US,Portsmouth,KPSM,PSM,"-70.8233032227, 43.0778999329"
US,Palm Springs,KPSP,PSP,"-116.50700378417969, 33.8297004699707"
US,Pontiac,KPTK,PTK,"-83.420097351074, 42.665500640869"
US,Pullman/Moscow,KPUW,PUW,"-117.110001, 46.7439"
US,Providence,KPVD,PVD,"-71.420403, 41.732601"
US,Provo,KPVU,PVU,"-111.72299957275, 40.219200134277"
US,Chicago/Prospect Heights/Wheeling,KPWK,PWK,"-87.901494, 42.114222"
US,Portland,KPWM,PWM,"-70.309303, 43.646198"
US,Bremerton,KPWT,PWT,"-122.76499938965, 47.490200042725"
US,Riverside,KRAL,RAL,"-117.4449997, 33.95190048"
US,Rapid City,KRAP,RAP,"-103.05699920654297, 44.0452995300293"
US,Red Bluff,KRBL,RBL,"-122.251998901, 40.1506996155"
US,Rapid City,KRCA,RCA,"-103.1039963, 44.14500046"
US,Redding,KRDD,RDD,"-122.2929993, 40.50899887"
US,Reading,KRDG,RDG,"-75.96520233154297, 40.378501892089844"
US,Redmond,KRDM,RDM,"-121.1500015, 44.2541008"
US,Grand Forks,KRDR,RDR,"-97.4011993408, 47.961101532"
US,Raleigh/Durham,KRDU,RDU,"-78.7874984741211, 35.877601623535156"
US,Chicago/Rockford,KRFD,RFD,"-89.09719848632812, 42.19540023803711"
US,Rhinelander,KRHI,RHI,"-89.46749877929688, 45.63119888305664"
US,Richmond,KRIC,RIC,"-77.3197021484375, 37.50519943237305"
US,Rifle,KRIL,RIL,"-107.726997, 39.526299"
US,Riverside,KRIV,RIV,"-117.259003, 33.880699"
US,Riverton,KRIW,RIW,"-108.459999084, 43.064201355"
US,Rock Springs,KRKS,RKS,"-109.065001, 41.5942"
US,Rome,KRME,RME,"-75.40699768, 43.23379898"
US,Rome,KRMG,RMG,"-85.15799713130001, 34.3506011963"
US,Universal City,KRND,RND,"-98.27890015, 29.52969933"
US,Reno,KRNO,RNO,"-119.76799774169922, 39.49909973144531"
US,Roanoke,KROA,ROA,"-79.975403, 37.3255"
US,Rochester,KROC,ROC,"-77.67240142822266, 43.118900299072266"
US,Roswell,KROW,ROW,"-104.530998, 33.301601"
US,Russell,KRSL,RSL,"-98.811798095703, 38.872100830078"
US,Rochester,KRST,RST,"-92.5, 43.90829849243164"
US,Fort Myers,KRSW,RSW,"-81.75520324707031, 26.53619956970215"
US,Rutland,KRUT,RUT,"-72.94960022, 43.52939987"
US,Tulsa,KRVS,RVS,"-95.984596252441, 36.039600372314"
US,Redwood Falls,KRWF,RWF,"-95.08229828, 44.54719925"
US,Rocky Mount,KRWI,RWI,"-77.89189910888672, 35.856300354003906"
US,Rawlins,KRWL,RWL,"-107.1999969, 41.80559921"
US,Sacramento,KSAC,SAC,"-121.492996216, 38.5125007629"
US,Santa Fe,KSAF,SAF,"-106.088996887, 35.617099762"
