name,iso_country,icao_code,iata_code,municipality,coordinates
Orenburg Central Airport,RU,UWOO,REN,Orenburg,"55.45669937133789, 51.795799255371094"
Orsk Airport,RU,UWOR,OSW,Orsk,"58.59560012817383, 51.0724983215332"
Penza Airport,RU,UWPP,PEZ,Penza,"45.02109909057617, 53.110599517822266"
Saransk Airport,RU,UWPS,SKX,Saransk,"45.212257385253906, 54.12512969970703"
Balakovo Airport,RU,UWSB,BWO,Balakovo,"47.7456016541, 51.8582992554"
Saratov Central Airport,RU,UWSS,RTW,Saratov,"46.04669952392578, 51.564998626708984"
Ufa International Airport,RU,UWUU,UFA,Ufa,"55.874401092529, 54.557498931885"
Kurumoch International Airport,RU,UWWW,KUF,Samara,"50.16429901123, 53.504901885986"
"Rewa Airport, Chorhata, REWA",IN,VA1G,REW,Rewa,"81.220299, 24.503401"
Sardar Vallabhbhai Patel International Airport,IN,VAAH,AMD,Ahmedabad,"72.63469696039999, 23.0771999359"
Akola Airport,IN,VAAK,AKD,Akola,"77.058601, 20.698999"
Aurangabad Airport,IN,VAAU,IXU,Aurangabad,"75.39810180664062, 19.862699508666992"
Chhatrapati Shivaji International Airport,IN,VABB,BOM,Mumbai,"72.8678970337, 19.0886993408"
Bilaspur Airport,IN,VEBU,PAB,Bilaspur,"82.111, 21.9884"
Bhuj Airport,IN,VABJ,BHJ,Bhuj,"69.6701965332, 23.2877998352"
Belgaum Airport,IN,VOBM,IXG,Belgaum,"74.6183013916, 15.859299659700001"
Vadodara Airport,IN,VABO,BDQ,Vadodara,"73.226303, 22.336201"
Raja Bhoj International Airport,IN,VABP,BHO,Bhopal,"77.3374023438, 23.2875003815"
Bhavnagar Airport,IN,VABV,BHU,Bhavnagar,"72.1852035522, 21.752199173"
Dabolim Airport,IN,VOGO,GOI,Vasco da Gama,"73.8313980103, 15.3808002472"
Hubli Airport,IN,VOHB,HBX,Hubli,"75.08489990230001, 15.361700058"
Devi Ahilyabai Holkar Airport,IN,VAID,IDR,Indore,"75.8011016846, 22.7217998505"
Jamnagar Airport,IN,VAJM,JGA,Jamnagar,"70.01260375976562, 22.465499877929688"
Kandla Airport,IN,VAKE,IXY,Kandla,"70.100304, 23.1127"
Khajuraho Airport,IN,VAKJ,HJR,Khajuraho,"79.91860198970001, 24.817199707"
Nanded Airport,IN,VAND,NDC,Nanded,"77.31670379639999, 19.1833000183"
Dr. Babasaheb Ambedkar International Airport,IN,VANP,NAG,Nagpur,"79.047203, 21.092199"
Nashik Airport,IN,VAOZ,ISK,Nasik,"73.912903, 20.119101"
Pune Airport,IN,VAPO,PNQ,Pune,"73.9197006225586, 18.58209991455078"
Porbandar Airport,IN,VAPR,PBD,Porbandar,"69.65720367429999, 21.6487007141"
Rajkot Airport,IN,VARK,RAJ,Rajkot,"70.77950286869999, 22.3092002869"
Shirdi Airport,IN,VASD,SAG,Shirdi,"74.378889, 19.688611"
Solapur Airport,IN,VASL,SSE,Solapur,"75.93479919430001, 17.6280002594"
Maharana Pratap Airport,IN,VAUD,UDR,Udaipur,"73.89610290530001, 24.617700576799997"
Bandaranaike International Colombo Airport,LK,VCBI,CMB,Colombo,"79.88410186767578, 7.180759906768799"
Anuradhapura Air Force Base,LK,VCCA,ACJ,Anuradhapura,"80.42790222170001, 8.30148983002"
Batticaloa Airport,LK,VCCB,BTC,Batticaloa,"81.678802, 7.70576"
Colombo Ratmalana Airport,LK,VCCC,RML,Colombo,"79.88619995117188, 6.821990013122559"
Ampara Airport,LK,VCCG,ADP,Ampara,"81.62594, 7.33776"
Hingurakgoda Air Force Base,LK,VCCH,HIM,Polonnaruwa Town,"80.9814, 8.04981"
Kankesanturai Airport,LK,VCCJ,JAF,Jaffna,"80.07009887695312, 9.792329788208008"
Koggala Airport,LK,VCCK,KCT,Galle,"80.32029724121094, 5.993680000305176"
China Bay Airport,LK,VCCT,TRR,Trincomalee,"81.18190002441406, 8.5385103225708"
Battambang Airport,KH,VDBG,BBM,Battambang,"103.2239990234375, 13.095600128173828"
Kampong Chhnang Airport,KH,VDKH,KZC,Kampong Chhnang,"104.564002991, 12.255200386"
Phnom Penh International Airport,KH,VDPP,PNH,Phnom Penh,"104.84400177001953, 11.546600341796875"
Ratanakiri Airport,KH,VDRK,RBE,Ratanakiri,"106.98699951171875, 13.729999542236328"
Siem Reap International Airport,KH,VDSR,REP,Siem Reap,"103.81300354, 13.410699844400002"
Stung Treng Airport,KH,VDST,TNX,Stung Treng,"106.01499938964844, 13.531900405883789"
Agartala Airport,IN,VEAT,IXA,Agartala,"91.24040222170001, 23.8869991302"
Bagdogra Airport,IN,VEBD,IXB,Siliguri,"88.32859802246094, 26.68120002746582"
Shillong Airport,IN,VEBI,SHL,Shillong,"91.97869873046875, 25.70359992980957"
Biju Patnaik Airport,IN,VEBS,BBI,Bhubaneswar,"85.8178024292, 20.244400024399997"
Netaji Subhash Chandra Bose International Airport,IN,VECC,CCU,Kolkata,"88.44670104980469, 22.654699325561523"
Kazi Nazrul Islam Airport,IN,VEDG,RDP,Durgapur,"87.243, 23.6225"
Gorakhpur Airport,IN,VEGK,GOP,Gorakhpur,"83.4496994019, 26.739700317399997"
Lokpriya Gopinath Bordoloi International Airport,IN,VEGT,GAU,Guwahati,"91.58589935302734, 26.10610008239746"
Imphal Airport,IN,VEIM,IMF,Imphal,"93.896697998, 24.7600002289"
Sonari Airport,IN,VEJS,IXW,Jamshedpur,"86.1688, 22.8132"
Jorhat Airport,IN,VEJT,JRH,Jorhat,"94.1754989624, 26.7315006256"
Silchar Airport,IN,VEKU,IXS,Silchar,"92.97869873050001, 24.9129009247"
Lengpui Airport,IN,VELP,AJL,Aizawl,"92.6196975708, 23.840599060099997"
North Lakhimpur Airport,IN,VELR,IXI,Lilabari,"94.09760284423828, 27.295499801635742"
Dibrugarh Airport,IN,VEMN,DIB,Dibrugarh,"95.0168991089, 27.4839000702"
Dimapur Airport,IN,VEMR,DMU,Dimapur,"93.77110290530001, 25.883899688699998"
Lok Nayak Jayaprakash Airport,IN,VEPT,PAT,Patna,"85.0879974365, 25.591299057"
Birsa Munda Airport,IN,VERC,IXR,Ranchi,"85.3217010498, 23.314300537100003"
Ziro Airport,IN,VEZO,ZER,Ziro,"93.828102, 27.588301"
Barisal Airport,BD,VGBR,BZL,Barisal,"90.30120086669922, 22.801000595092773"
Cox's Bazar Airport,BD,VGCB,CXB,Cox's Bazar,"91.96389770507812, 21.452199935913086"
Shah Amanat International Airport,BD,VGEG,CGP,Chittagong,"91.81330108642578, 22.24959945678711"
Ishurdi Airport,BD,VGIS,IRD,Ishurdi,"89.04940032958984, 24.15250015258789"
Jessore Airport,BD,VGJR,JSR,Jashahor,"89.16079711914062, 23.183799743652344"
Shah Mokhdum Airport,BD,VGRJ,RJH,Rajshahi,"88.61650085449219, 24.43720054626465"
Saidpur Airport,BD,VGSD,SPD,Saidpur,"88.90889739990234, 25.759199142456055"
Osmany International Airport,BD,VGSY,ZYL,Sylhet,"91.8667984008789, 24.963199615478516"
Hazrat Shahjalal International Airport,BD,VGHS,DAC,Dhaka,"90.397783, 23.843347"
Hong Kong International Airport,HK,VHHH,HKG,Hong Kong,"113.915001, 22.308901"
Allahabad Airport,IN,VIAL,IXD,Allahabad,"81.733902, 25.4401"
Sri Guru Ram Dass Jee International Airport,IN,VIAR,ATQ,Amritsar,"74.7973022461, 31.7096004486"
Nal Airport,IN,VIBK,BKB,Bikaner,"73.20719909667969, 28.070600509643555"
Lal Bahadur Shastri Airport,IN,VEBN,VNS,Varanasi,"82.859299, 25.4524"
Bareilly Air Force Station,IN,VIBY,BEK,Bareilly,"79.45079803470001, 28.4221000671"
Chandigarh Airport,IN,VICG,IXC,Chandigarh,"76.78849792480469, 30.673500061035156"
Kanpur Airport,IN,VICX,KNU,Kanpur,"80.410103, 26.404301"
Dehradun Airport,IN,VIDN,DED,Dehradun,"78.180298, 30.189699"
Indira Gandhi International Airport,IN,VIDP,DEL,New Delhi,"77.103104, 28.5665"
Gwalior Airport,IN,VIGR,GWL,Gwalior,"78.22779846191406, 26.29330062866211"
Jodhpur Airport,IN,VIJO,JDH,Jodhpur,"73.04889678955078, 26.251100540161133"
Jaipur International Airport,IN,VIJP,JAI,Jaipur,"75.812202, 26.8242"
Jammu Airport,IN,VIJU,IXJ,Jammu,"74.837402, 32.689098"
Kishangarh Airport,IN,VIKG,KQH,Ajmer,"74.814147, 26.601473"
Kota Airport,IN,VIKO,KTU,Kota,"75.84559631350001, 25.160200119"
Leh Kushok Bakula Rimpochee Airport,IN,VILH,IXL,Leh,"77.5465011597, 34.1358985901"
Chaudhary Charan Singh International Airport,IN,VILK,LKO,Lucknow,"80.8892974854, 26.7605991364"
Pathankot Airport,IN,VIPK,IXP,Pathankot,"75.634444, 32.233611"
Pantnagar Airport,IN,VIPT,PGH,Pantnagar,"79.473701, 29.0334"
Sheikh ul Alam Airport,IN,VISR,SXR,Srinagar,"74.77420043945312, 33.987098693847656"
Luang Phabang International Airport,LA,VLLB,LPQ,Luang Phabang,"102.16100311279297, 19.897300720214844"
Pakse International Airport,LA,VLPS,PKZ,Pakse,"105.78099822998047, 15.132100105285645"
Wattay International Airport,LA,VLVT,VTE,Vientiane,"102.56300354, 17.988300323500003"
Macau International Airport,MO,VMMC,MFM,Macau,"113.592003, 22.149599"
Dong Hoi Airport,VN,VVDH,VDH,Dong Hoi,"106.590556, 17.515"
Gautam Buddha Airport,NP,VNBW,BWA,Bhairawa,"83.416293, 27.505685"
Janakpur Airport,NP,VNJP,JKR,Janakpur,"85.9224014282, 26.708799362199997"
Tribhuvan International Airport,NP,VNKT,KTM,Kathmandu,"85.3591, 27.6966"
Nepalgunj Airport,NP,VNNG,KEP,Nepalgunj,"81.66699981689453, 28.103599548339844"
Pokhara Airport,NP,VNPK,PKR,Pokhara,"83.98210144042969, 28.200899124145508"
Taplejung Airport,NP,VNTJ,TPJ,Taplejung,"87.69525, 27.3509"
Biratnagar Airport,NP,VNVT,BIR,Biratnagar,"87.26399993896484, 26.48150062561035"
Murod Kond Airport,IN,VALT,LTU,Latur,"76.464699, 18.411501"
Bellary Airport,IN,VOBI,BEP,Bellary,"76.88279724121094, 15.162799835205078"
Kempegowda International Airport,IN,VOBL,BLR,Bangalore,"77.706299, 13.1979"
Vijayawada Airport,IN,VOBZ,VGA,Gannavaram,"80.796799, 16.530399"
Coimbatore International Airport,IN,VOCB,CJB,Coimbatore,"77.0434036255, 11.029999733"
Cochin International Airport,IN,VOCI,COK,Kochi,"76.401901, 10.152"
Calicut International Airport,IN,VOCL,CCJ,Calicut,"75.95529937740001, 11.1367998123"
Kadapa Airport,IN,VOCP,CDP,Kadapa,"78.772778, 14.51"
Rajiv Gandhi International Airport,IN,VOHS,HYD,Hyderabad,"78.429855, 17.231318"
Begumpet Airport,IN,VOHY,BPM,Hyderabad,"78.4675979614, 17.4531002045"
Kannur International Airport,IN,VOKN,CNN,Kannur,"75.547211, 11.918614"
Madurai Airport,IN,VOMD,IXM,Madurai,"78.09339904790001, 9.83450984955"
Mangalore International Airport,IN,VOML,IXE,Mangalore,"74.8900985718, 12.9612998962"
Chennai International Airport,IN,VOMM,MAA,Chennai,"80.16929626464844, 12.990005493164062"
Vir Savarkar International Airport,IN,VOPB,IXZ,Port Blair,"92.72969818115234, 11.641200065612793"
Pondicherry Airport,IN,VOPC,PNY,Pondicherry,"79.812, 11.968"
Sri Sathya Sai Airport,IN,VOPN,PUT,Puttaparthi,"77.7910995483, 14.1492996216"
Rajahmundry Airport,IN,VORY,RJA,Rajahmundry,"81.81819915770001, 17.1103992462"
Salem Airport,IN,VOSM,SXV,Salem,"78.06559753418, 11.78330039978"
Tiruchirapally Civil Airport Airport,IN,VOTR,TRZ,Tiruchirappally,"78.70970153808594, 10.765399932861328"
Trivandrum International Airport,IN,VOTV,TRV,Thiruvananthapuram,"76.9200973511, 8.48211956024"
Gelephu Airport,BT,VQGP,GLU,Gelephu,"90.46412, 26.88456"
Paro Airport,BT,VQPR,PBH,Paro,"89.42459869380001, 27.403200149499998"
Gan International Airport,MV,VRMG,GAN,Gan,"73.155602, -0.693342"
Hanimaadhoo Airport,MV,VRMH,HAQ,Haa Dhaalu Atoll,"73.17050170898438, 6.744229793548584"
Kadhdhoo Airport,MV,VRMK,KDO,Kadhdhoo,"73.52189636230469, 1.8591699600219727"
Mal���� International Airport,MV,VRMM,MLE,Mal����,"73.52909851074219, 4.191830158233643"
Kaadedhdhoo Airport,MV,VRMT,KDM,Huvadhu Atoll,"72.99690246582031, 0.48813098669052124"
Villa Airport,MV,VRMV,VAM,Maamigili,"72.8358333333, 3.47055555556"
Don Mueang International Airport,TH,VTBD,DMK,Bangkok,"100.607002258, 13.9125995636"
Kamphaeng Saen Airport,TH,VTBK,KDT,Nakhon Pathom,"99.9171981812, 14.1020002365"
Suvarnabhumi Airport,TH,VTBS,BKK,Bangkok,"100.74700164794922, 13.681099891662598"
U-Tapao International Airport,TH,VTBU,UTP,Rayong,"101.00499725341797, 12.679900169372559"
Chiang Mai International Airport,TH,VTCC,CNX,Chiang Mai,"98.962600708, 18.766799926799997"
Chiang Rai International Airport,TH,VTCT,CEI,Chiang Rai,"99.88289642330001, 19.952299118"
Hua Hin Airport,TH,VTPH,HHQ,Hua Hin,"99.951499939, 12.6361999512"
Surat Thani Airport,TH,VTSB,URT,Surat Thani,"99.135597229, 9.13259983063"
Nakhon Si Thammarat Airport,TH,VTSF,NST,Nakhon Si Thammarat,"99.9447021484375, 8.539620399475098"
Krabi Airport,TH,VTSG,KBV,Krabi,"98.9861984253, 8.09912014008"
Samui Airport,TH,VTSM,USM,Na Thon (Ko Samui Island),"100.06199646, 9.547789573669998"
Phuket International Airport,TH,VTSP,HKT,Phuket,"98.316902, 8.1132"
Hat Yai International Airport,TH,VTSS,HDY,Hat Yai,"100.392997742, 6.93320989609"
Udon Thani Airport,TH,VTUD,UTH,Udon Thani,"102.788002014, 17.386400222800003"
Surin Airport,TH,VTUJ,PXR,Surin,"103.49800109863, 14.868300437927"
Khon Kaen Airport,TH,VTUK,KKC,Khon Kaen,"102.783996582, 16.466600418099997"
Ubon Ratchathani Airport,TH,VTUU,UBP,Ubon Ratchathani,"104.870002747, 15.2512998581"
Buon Ma Thuot Airport,VN,VVBM,BMV,Buon Ma Thuot,"108.120002747, 12.668299675"
Cat Bi International Airport,VN,VVCI,HPH,Haiphong,"106.7249984741211, 20.819400787353516"
C���� Mau Airport,VN,VVCM,CAH,Ca Mau City,"105.177778, 9.177667"
Cam Ranh Airport,VN,VVCR,CXR,Nha Trang,"109.21900177001953, 11.998200416564941"
Co Ong Airport,VN,VVCS,VCS,Con Dao,"106.633003, 8.73183"
Can Tho International Airport,VN,VVCT,VCA,Can Tho,"105.711997986, 10.085100174"
Dien Bien Phu Airport,VN,VVDB,DIN,Dien Bien Phu,"103.008003235, 21.3974990845"
Lien Khuong Airport,VN,VVDL,DLI,Da Lat,"108.366997, 11.75"
Da Nang International Airport,VN,VVDN,DAD,Da Nang,"108.1989974975586, 16.043899536132812"
Noi Bai International Airport,VN,VVNB,HAN,Hanoi,"105.80699920654297, 21.221200942993164"
Phu Bai Airport,VN,VVPB,HUI,Hue,"107.70300293, 16.401500701899998"
Phu Cat Airport,VN,VVPC,UIH,Quy Nohn,"109.042, 13.955"
Pleiku Airport,VN,VVPK,PXU,Pleiku,"108.01699829101562, 14.004500389099121"
Phu Quoc International Airport,VN,VVPQ,PQC,Phu Quoc Island,"103.9931, 10.1698"
Rach Gia Airport,VN,VVRG,VKG,Rach Gia,"105.132379532, 9.95802997234"
Dong Tac Airport,VN,VVTH,TBB,Tuy Hoa,"109.333999634, 13.049599647500001"
Tan Son Nhat International Airport,VN,VVTS,SGN,Ho Chi Minh City,"106.652000427, 10.8187999725"
V����n ����������n International Airport,VN,VVVD,VDO,Ha Long,"107.414167, 21.117778"
Vinh Airport,VN,VVVH,VII,Vinh,"105.67099762, 18.7376003265"
Dawei Airport,MM,VYDW,TVY,Dawei,"98.20359802246094, 14.103899955749512"
Naypyidaw Airport,MM,VYNT,NYT,Pyinmana,"96.200996, 19.623501"
Heho Airport,MM,VYHH,HEH,Heho,"96.79199981689453, 20.746999740600586"
Kengtung Airport,MM,VYKG,KET,Kengtung,"99.63600158691406, 21.301599502563477"
Kyaukpyu Airport,MM,VYKP,KYP,Kyaukpyu,"93.53479766845703, 19.42639923095703"
Kawthoung Airport,MM,VYKT,KAW,Kawthoung,"98.53800201416016, 10.049300193786621"
Loikaw Airport,MM,VYLK,LIW,Loikaw,"97.21479797363281, 19.691499710083008"
Lashio Airport,MM,VYLS,LSH,Lashio,"97.752197265625, 22.9778995513916"
Mandalay International Airport,MM,VYMD,MDL,Mandalay,"95.97789764404297, 21.702199935913086"
Myeik Airport,MM,VYME,MGZ,Mkeik,"98.62149810791016, 12.439800262451172"
Myitkyina Airport,MM,VYMK,MYT,Myitkyina,"97.35189819335938, 25.38360023498535"
Mong Hsat Airport,MM,VYMS,MOG,Mong Hsat,"99.25679779052734, 20.516799926757812"
Namsang Airport,MM,VYNS,NMS,Namsang,"97.73590087890625, 20.890499114990234"
Putao Airport,MM,VYPT,PBU,Putao,"97.42630004882812, 27.32990074157715"
Sittwe Airport,MM,VYSW,AKY,Sittwe,"92.87259674072266, 20.132699966430664"
Thandwe Airport,MM,VYTD,SNW,Thandwe,"94.30010223388672, 18.4606990814209"
Tachileik Airport,MM,VYTL,THL,Tachileik,"99.9354019165039, 20.483800888061523"
Yangon International Airport,MM,VYYY,RGN,Yangon,"96.1332015991, 16.907300949099998"
Hasanuddin International Airport,ID,WAAA,UPG,Ujung Pandang-Celebes Island,"119.55400085449219, -5.061629772186279"
Frans Kaisiepo Airport,ID,WABB,BIK,Biak-Supiori Island,"136.10800170898438, -1.190019965171814"
Nabire Airport,ID,WABI,NBX,Nabire-Papua Island,"135.496002, -3.36818"
Moses Kilangin Airport,ID,WAYY,TIM,Timika-Papua Island,"136.886993, -4.52828"
Ngurah Rai (Bali) International Airport,ID,WADD,DPS,Denpasar-Bali Island,"115.16699981689, -8.7481698989868"
Lombok International Airport,ID,WADL,LOP,Mataram,"116.276675, -8.757322"
Yogyakarta International Airport,ID,WAHI,YIA,Yogyakarta,"110.057264, -7.905338"
Sentani International Airport,ID,WAJJ,DJJ,Jayapura-Papua Island,"140.5160064698, -2.5769500733"
Wamena Airport,ID,WAJW,WMX,Wamena-Papua Island,"138.957001, -4.10251"
Mopah Airport,ID,WAKK,MKQ,Merauke-Papua Island,"140.41799926757812, -8.52029037475586"
Kalimarau Airport,ID,WAQT,BEJ,Tanjung Redeb - Borneo Island,"117.431999, 2.1555"
Juwata Airport,ID,WAQQ,TRK,Tarakan Island,"117.569444, 3.326667"
Naha Airport,ID,WAMH,NAH,Tahuna-Sangihe Island,"125.52799987792969, 3.6832098960876465"
Mutiara Airport,ID,WAML,PLW,Palu-Celebes Island,"119.91000366210938, -0.9185420274734497"
Sam Ratulangi Airport,ID,WAMM,MDC,Manado-Celebes Island,"124.9260025024414, 1.5492600202560425"
Kasiguncu Airport,ID,WAMP,PSJ,Poso-Celebes Island,"120.657997131, -1.41674995422"
Pitu Airport,ID,WAMR,OTI,Gotalalamo-Morotai Island,"128.324996948, 2.0459899902300003"
Sultan Babullah Airport,ID,WAEE,TTE,Sango-Ternate Island,"127.380997, 0.831414"
Syukuran Aminuddin Amir Airport,ID,WAMW,LUW,Luwok - Celebes Island,"122.772003, -1.03892"
Warukin Airport,ID,WAON,TJG,Tanta-Tabalong-Borneo Island,"115.435997009, -2.21655988693"
Karel Sadsuitubun Airport,ID,WAPF,LUV,Langgur,"132.759444, -5.760278"
"Pattimura Airport, Ambon",ID,WAPP,AMQ,Ambon,"128.089004517, -3.7102599144"
Juanda International Airport,ID,WARR,SUB,Surabaya,"112.78700256347656, -7.3798298835754395"
Fakfak Airport,ID,WASF,FKQ,Fakfak-Papua Island,"132.26699829101562, -2.9201900959014893"
Kaimana Airport,ID,WASK,KNG,Kaimana-Papua Island,"133.6959991455078, -3.6445200443267822"
Babo Airport,ID,WASO,BXB,Babo-Papua Island,"133.43899536132812, -2.5322399139404297"
Rendani Airport,ID,WAUU,MKW,Manokwari-Papua Island,"134.048996, -0.891833"
Matahora Airport,ID,WAWD,WNI,Wangi-wangi Island,"123.634, -5.293996"
Dominique Edward Osok Airport,ID,WASS,SOQ,Sorong-Papua Island,"131.287, -0.894"
Bintulu Airport,MY,WBGB,BTU,Bintulu,"113.019996643, 3.12385010719"
Kuching International Airport,MY,WBGG,KCH,Kuching,"110.34700012207031, 1.4846999645233154"
Limbang Airport,MY,WBGJ,LMN,Limbang,"115.01000213623047, 4.808300018310547"
Marudi Airport,MY,WBGM,MUR,Marudi,"114.3290023803711, 4.178979873657227"
Miri Airport,MY,WBGR,MYY,Miri,"113.98699951171875, 4.322010040283203"
Sibu Airport,MY,WBGS,SBW,Sibu,"111.98500061035156, 2.2616000175476074"
Bario Airport,MY,WBGZ,BBN,Bario,"115.47899627685547, 3.7338900566101074"
Lahad Datu Airport,MY,WBKD,LDU,Lahad Datu,"118.3239974975586, 5.032249927520752"
Kota Kinabalu International Airport,MY,WBKK,BKI,Kota Kinabalu,"116.0510025024414, 5.9372100830078125"
Labuan Airport,MY,WBKL,LBU,Labuan,"115.25, 5.300680160522461"
Sandakan Airport,MY,WBKS,SDK,Sandakan,"118.05899810791016, 5.900899887084961"
Tawau Airport,MY,WBKW,TWU,Tawau,"118.12799835205078, 4.320159912109375"
Mulu Airport,MY,WBMU,MZV,Mulu,"114.80500030517578, 4.048329830169678"
Brunei International Airport,BN,WBSB,BWN,Bandar Seri Begawan,"114.9280014038086, 4.944200038909912"
Sultan Syarif Kasim Ii (Simpang Tiga) Airport,ID,WIBB,PKU,Pekanbaru-Sumatra Island,"101.44499969482422, 0.46078601479530334"
Pinang Kampai Airport,ID,WIBD,DUM,Dumai-Sumatra Island,"101.433998, 1.60919"
Kertajati International Airport,ID,WICA,KJT,Kertajati,"108.166692, -6.648924"
Husein Sastranegara International Airport,ID,WICC,BDO,Bandung-Java Island,"107.57599639892578, -6.900629997253418"
Hang Nadim International Airport,ID,WIDD,BTH,Batam Island,"104.119003296, 1.12102997303"
Halim Perdanakusuma International Airport,ID,WIHH,HLP,Jakarta,"106.89099884033203, -6.266610145568848"
Tunggul Wulung Airport,ID,WIHL,CXP,Cilacap-Java Island,"109.033996582, -7.645060062410001"
Soekarno-Hatta International Airport,ID,WIII,CGK,Jakarta,"106.65599823, -6.1255698204"
Radin Inten II (Branti) Airport,ID,WILL,TKG,Bandar Lampung-Sumatra Island,"105.175556, -5.240556"
Binaka Airport,ID,WIMB,GNS,Gunung Sitoli-Nias Island,"97.704697, 1.16638"
Aek Godang Airport,ID,WIME,AEG,Padang Sidempuan-Sumatra Island,"99.430496, 1.4001"
Soewondo Air Force Base,ID,WIMK,MES,Medan-Sumatra Island,"98.671111, 3.559167"
Nanga Pinoh Airport,ID,WIOG,NPO,Nanga Pinoh-Borneo Island,"111.74800109863, -0.34886899590492"
Ketapang(Rahadi Usman) Airport,ID,WIOK,KTG,Ketapang-Borneo Island,"109.96299743652344, -1.816640019416809"
Ranai Airport,ID,WIDO,NTX,Ranai-Natuna Besar Island,"108.388, 3.90871"
Supadio Airport,ID,WIOO,PNK,Pontianak-Borneo Island,"109.40399932861328, -0.15071099996566772"
Pangsuma Airport,ID,WIOP,PSU,Putussibau-Borneo Island,"112.93699645996094, 0.8355780243873596"
Sintang(Susilo) Airport,ID,WIOS,SQG,Sintang-Borneo Island,"111.4729995727539, 0.06361900269985199"
Fatmawati Soekarno Airport,ID,WIGG,BKS,Bengkulu-Sumatra Island,"102.338997, -3.8637"
Sultan Mahmud Badaruddin II Airport,ID,WIPP,PLM,Palembang-Sumatra Island,"104.69999694824, -2.8982501029968"
Pendopo Airport,ID,WIPQ,PDO,Talang Gudang-Sumatra Island,"103.87999725341797, -3.2860701084136963"
Japura Airport,ID,WIPR,RGT,Rengat-Sumatra Island,"102.33499908447266, -0.35280799865722656"
Minangkabau International Airport,ID,WIEE,PDG,Ketaping/Padang - Sumatra Island,"100.280998, -0.786917"
Rembele Airport,ID,WITK,TXE,Takengon,"96.849444, 4.720833"
Lhok Sukon Airport,ID,WITL,LSX,Lhok Sukon-Sumatra Island,"97.25920104980469, 5.069509983062744"
Sultan Iskandar Muda International Airport,ID,WITT,BTJ,Banda Aceh,"95.42063713070002, 5.522872024010001"
Pulau Tioman Airport,MY,WMBT,TOD,Pulau Tioman,"104.16000366210938, 2.8181800842285156"
Sultan Abdul Halim Airport,MY,WMKA,AOR,Alor Satar,"100.39800262451172, 6.189670085906982"
Butterworth Airport,MY,WMKB,BWH,Butterworth,"100.39099884033203, 5.4659199714660645"
Sultan Ismail Petra Airport,MY,WMKC,KBR,Kota Baharu,"102.29299926757812, 6.1668500900268555"
Kuantan Airport,MY,WMKD,KUA,Kuantan,"103.20899963378906, 3.7753899097442627"
Kerteh Airport,MY,WMKE,KTE,Kerteh,"103.427001953125, 4.537220001220703"
Sultan Azlan Shah Airport,MY,WMKI,IPH,Ipoh,"101.09200286865234, 4.567969799041748"
